Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
k5k-s15,ZF,F,2/10/2006,0,,silver15,,2/16/2007,Given away,Given Away to Marianne,FALSE
k5r1,ZF,M,8/9/2007,4,,g8r1,b7br-b3k,1/10/2008,End of Exp.,,FALSE
k5r2,ZF,F,11/13/2007,5,O5,g9r1,b4p-red11,,,,FALSE
k5r3,ZF,M,2/9/2008,3,,o18r1,b10r2,5/28/2008,End of Exp.,,FALSE
k5r4,ZF,F,6/10/2008,6,,b11r3,k5r2,8/21/2008,NE,euthanized,FALSE
k5r5,ZF,M,9/24/2008,2,,g2r1,r16o-r11,6/10/2009,End of Exp.,reserved for michael,FALSE
k5r6,ZF,F,10/29/2008,6,,s3k-y8,p10r2,1/9/2009,NE,,FALSE
k5r7,ZF,,4/19/2009,4,,k8r2,r5s4,6/19/2009,End of Exp.,,FALSE
k5r8,ZF,F,8/5/2009,1,KU,974,g2r5,,,,FALSE
k6k-g14k,ZF,M,2/17/2006,4,,g14k,orange16,7/25/2006,End of Exp.,,FALSE
k6r1,ZF,F,8/9/2007,4,,g8r1,b7br-b3k,11/1/2007,Given away,Given away to Johanna,FALSE
k6r2,ZF,M,11/13/2007,5,,g9r1,b4p-red11,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
k6r3,ZF,F,2/9/2008,3,,o18r1,b10r2,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
k6r6,ZF,M,10/29/2008,7,,s3k-y8,p10r2,5/11/2009,End of Exp.,,FALSE
k6r7,ZF,F,3/13/2009,1,,b10r5,r2b-o3,5/22/2009,NE,Found dead in cage,FALSE
k7k-b3k,ZF,F,2/24/2006,0,,b3k,blue3,11/14/2006,Surgery,,FALSE
k7r1,ZF,M,8/9/2007,4,,g8r1,b7br-b3k,9/1/2008,End of Exp.,,FALSE
k7r2,ZF,M,11/13/2007,5,,g9r1,b4p-red11,9/30/2009,End of Exp.,Found in KO on 20 June 2009. - Janie,FALSE
k7r3,ZF,M,2/9/2008,3,,o18r1,b10r2,6/26/2008,End of Exp.,,FALSE
k7r5,ZF,M,6/17/2008,2,,o20o,r16o-r11,9/25/2008,Surgery,,FALSE
k7r6,ZF,M,10/29/2008,7,,s3k-y8,p10r2,5/20/2009,End of Exp.,,FALSE
k7r7,ZF,F,3/13/2009,5,,o5r6,g2r5,,,"bird is missing on june 15, 2009",FALSE
k7r8,ZF,M,8/5/2009,1,KM,974,g2r5,,,Moritz,TRUE
k8k-b3k,ZF,M,2/24/2006,,,b3k,blue3,10/4/2006,End of Exp.,"good sleep activity in RA, slept very good",FALSE
k8r1,ZF,F,8/14/2007,3,,b13g-red11,s11p-yellow8,8/21/2008,NE,euthanized,FALSE
k8r2,ZF,M,11/17/2007,4,2M2,g5r1,purple13,,,,FALSE
k8r3,ZF,M,2/9/2008,3,,o18r1,b10r2,6/25/2009,NE,"Reserved for Janie... Found missing from ZZU on 29.Sept.2008. Not found, presumed dead. (-janie, 25.june.2009)",FALSE
k8r5,ZF,F,6/17/2008,2,,k7r1,r14w-silver17,8/21/2008,NE,euthanized,FALSE
k8r6,ZF,M,10/29/2008,7,,s3k-y8,p10r2,4/21/2009,End of Exp.,,FALSE
k8r7,ZF,F,3/13/2009,3,,b9r5,o8p-y8,6/17/2009,End of Exp.,,FALSE
k8r8,ZF,F,8/1/2009,4,,b7r7,r6s10,11/6/2009,NE,,FALSE
k9k-ch900,ZF,F,2/14/2006,0,,,,2/17/2009,NE,"Euthanized, very old lady bird, she was pecking herself until she bled…",FALSE
k9r1,ZF,F,8/14/2007,3,,b13g-red11,s11p-yellow8,11/1/2007,Given away,Given away to Johanna,FALSE
k9r2,ZF,M,11/17/2007,4,,g5r1,purple13,12/8/2008,End of Exp.,,FALSE
k9r3,ZF,F,2/9/2008,3,,o18r1,b10r2,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
K-G-K209-14,BF,,,0,A,,,,,"Found in cage A on 25 Aug, 2009 - Janie",FALSE
K-G-K209-19,BF,,,0,A,,,,,"Found in cage A on 25 Aug, 2009 - Janie",FALSE
K-G-K209-54,BF,M,1/1/2007,0,A,,,,,,FALSE
K-K-K209-15,BF,F,1/1/2007,0,A,,,,,,FALSE
K-K-K209-52,BF,M,1/1/2007,0,?,,,,,"Not found in cage A on 25 Aug., 2009 - Janie.",FALSE
K-K-K209-78,BF,M,1/1/2007,0,,,,10/30/2008,NE,swollen foot,FALSE
n2g,ZF,M,9/2/2008,0,,g8r1,k10r2,12/3/2008,End of Exp.,,FALSE
o10k-g14,ZF,M,2/17/2006,0,,g14k,,4/28/2006,End of Exp.,,FALSE
o10o-r12k,ZF,M,8/11/2006,3,,r12k-ch900,g4k,12/15/2006,Surgery,tried acut UVA. No success. Bird dead,FALSE
o10p-r16,ZF,,11/30/2006,0,,red16,green16,1/19/2007,End of Exp.,,FALSE
o10r1,ZF,M,7/7/2007,5,,red11,p3o-sb,5/8/2008,End of Exp.,,FALSE
o10r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o10r2,ZF,M,8/29/2007,8,,s17o,green10,2/26/2008,End of Exp.,,FALSE
o10r3,ZF,F,12/9/2007,3,,s2b-y8,k9k-ch900,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
o10r4,ZF,F,4/19/2008,5,,silver15,o8p-y8,8/21/2008,NE,euthanized,FALSE
o10r5,ZF,M,9/7/2008,5,,r3s3,k12r2,1/14/2009,End of Exp.,plastic song of this bird on linsrv,FALSE
o10r6,ZF,M,10/17/2008,5,,red11,b7br-b3k,1/30/2009,End of Exp.,reserved for michael,FALSE
o10r7,BF,,1/14/2009,7,A,,,,,,FALSE
o10r8,ZF,M,4/1/2009,7,2O2,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
o10w,BF,M,,0,,,,2/22/2008,NE,broken toe?,FALSE
o11k-p20,ZF,F,3/24/2006,0,,purple20,purple13,6/16/2006,NE,"-> abgegeben an Z""uchter",FALSE
o11o12,ZF,M,4/12/2007,4,,b8o-p11k,r2b-o3,8/10/2007,End of Exp.,,FALSE
o11o-r12k,ZF,M,8/11/2006,3,,r12k-ch900,g4k,6/6/2007,End of Exp.,,FALSE
o11p-p20,ZF,F,3/26/2007,1,,purple20,purple13,3/7/2008,End of Exp.,"Killed by Claude because she crazily attacked all the family (tutor, and children).",FALSE
o11r1,ZF,M,7/7/2007,5,,red11,p3o-sb,8/27/2008,End of Exp.,"Song recording, but bird never sang",FALSE
o11r10,ZF,M,10/1/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o11r2,ZF,M,8/29/2007,8,,s17o,green10,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
o11r3,ZF,M,12/9/2007,3,,s2b-y8,k9k-ch900,7/30/2008,End of Exp.,,FALSE
o11r4,ZF,F,5/5/2008,5,,k7r1,r14w-silver17,8/21/2008,NE,euthanized,FALSE
o11r5,ZF,F,9/7/2008,5,,r3s3,k12r2,1/9/2009,NE,,FALSE
o11r6,ZF,M,10/17/2008,5,,red11,b7br-b3k,5/27/2009,End of Exp.,,FALSE
o11r7,BF,,1/14/2009,7,A,,,,,,FALSE
o11r8,ZF,M,4/1/2009,7,U5,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
o12k-p20,ZF,F,3/24/2006,0,,purple20,purple13,10/6/2006,NE,,FALSE
o12o-r12k,ZF,F,8/11/2006,3,,r12k-ch900,g4k,11/30/2007,NE,"sick, thick feet (ring too tight). Killed by injection.",FALSE
o12p-ch900,ZF,F,10/23/2006,4,,goldch900,silver1,2/16/2007,Given away,Given Away to Marianne,FALSE
o12r1,ZF,F,7/7/2007,5,,red11,p3o-sb,11/1/2007,Given away,Given away to Johanna,FALSE
o12r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o12r2,ZF,F,8/29/2007,8,,s17o,green10,11/1/2007,Given away,Given away to Johanna,FALSE
o12r3,ZF,F,12/9/2007,3,2M3,s2b-y8,k9k-ch900,,,,FALSE
o12r4,ZF,F,5/5/2008,5,,k7r1,r14w-silver17,8/21/2008,NE,euthanized,FALSE
o12r5,ZF,F,9/7/2008,5,,r3s3,k12r2,1/15/2009,NE,,FALSE
o12r6,ZF,M,10/17/2008,5,,red11,b7br-b3k,2/16/2009,End of Exp.,,FALSE
o12r7,BF,,1/14/2009,7,A,,,,,,FALSE
o12r8,ZF,M,4/1/2009,7,O3,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
o13k-sb,ZF,F,4/4/2006,0,,silverblack,purple17,10/6/2006,NE,,FALSE
o13o14,ZF,M,4/12/2007,4,,b8o-p11k,r2b-o3,8/17/2007,End of Exp.,,FALSE
o13o-y8,ZF,F,7/26/2006,0,,yellow8,g5k,11/27/2006,End of Exp.,,FALSE
o13p-ch900,ZF,F,10/23/2006,4,,goldch900,silver1,2/16/2007,Given away,Given Away to Marianne,FALSE
o13r1,ZF,F,7/4/2007,3,,b13g-red11,s11p-yellow8,11/1/2007,Given away,Given away to Johanna,FALSE
o13r10,ZF,,10/2/2009,0,O5,o8r8,k5r2,,,,FALSE
o13r2,ZF,M,9/15/2007,1,,g7r1,orange16,6/5/2008,End of Exp.,"mistreated by father, separated while still young and put in separate MK.",FALSE
o13r3,ZF,M,12/9/2007,3,,s2b-y8,k9k-ch900,4/10/2008,End of Exp.,,FALSE
o13r4,ZF,F,5/5/2008,5,,k7r1,r14w-silver17,8/18/2008,NE,Died in cage,FALSE
o13r5,ZF,F,9/7/2008,5,,r3s3,k12r2,11/6/2009,NE,,FALSE
o13r6,ZF,M,10/17/2008,5,,red11,b7br-b3k,1/15/2009,Surgery,,FALSE
o13r7,ZF,F,2/21/2009,2,FJ8,r5y11,r5s13,,,,FALSE
o13r8,ZF,M,4/1/2009,7,M2,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
o14k-sb,ZF,M,4/4/2006,0,,silverblack,purple17,8/22/2006,End of Exp.,recorded data as ok4-p2,FALSE
o14o-y8,ZF,F,7/26/2006,0,,yellow8,g5k,10/6/2006,NE,,FALSE
o14p-ch900,ZF,F,10/19/2006,0,,red14,red2,2/16/2007,Given away,Given Away to Marianne,FALSE
o14r1,ZF,F,7/4/2007,3,,b13g-red11,s11p-yellow8,11/1/2007,Given away,Given away to Johanna,FALSE
o14r2,ZF,M,9/28/2007,3,,g4r1,r2b-o3,2/6/2008,End of Exp.,,FALSE
o14r3,ZF,F,12/9/2007,3,,s2b-y8,k9k-ch900,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
o14r4,ZF,F,5/4/2008,5,,k7r1,r14w-silver17,8/21/2008,NE,euthanized,FALSE
o14r5,ZF,F,9/7/2008,5,,r3s3,k12r2,1/9/2009,NE,,FALSE
o14r6,ZF,M,10/17/2008,5,,red11,b7br-b3k,1/12/2009,End of Exp.,,FALSE
o14r7,ZF,M,2/21/2009,2,,r5y11,r5s13,5/5/2009,End of Exp.,,FALSE
o14r8,ZF,M,4/1/2009,7,,,,8/18/2009,End of Exp.,"bought from qualipet on July 13th 2009, michael",FALSE
o15o-y8,ZF,F,7/26/2006,0,,yellow8,g5k,10/6/2006,NE,,FALSE
o15p-r16,ZF,,11/30/2006,0,,red16,green12,1/24/2007,,,FALSE
o15r1,ZF,F,7/4/2007,3,,b13g-red11,s11p-yellow8,11/1/2007,Given away,Given away to Johanna,FALSE
o15r2,ZF,F,9/28/2007,3,,g4r1,r2b-o3,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
o15r3,ZF,,2/13/2008,,,b16r1,o11p-p20,3/10/2008,Perished,Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.,FALSE
o15r4,ZF,F,5/4/2008,2,,o20o,r16o-r11,8/21/2008,NE,euthanized,FALSE
o15r5,ZF,F,9/1/2008,4,,g6r1,p9r2,11/9/2008,End of Exp.,,FALSE
o15r6,ZF,F,9/29/2008,4,,y7o-r16,b20o-ch900,8/22/2009,NE,origin unclear due to cage tunneling,FALSE
o15r7,ZF,F,2/21/2009,2,FJ8,r5y11,r5s13,,,,FALSE
o15r8,ZF,F,6/19/2009,3,KU,974,g2r5,,,,FALSE
o16k-p20,ZF,M,3/19/2006,0,,purple20,purple13,6/14/2006,End of Exp.,,FALSE
o16o-y8,ZF,F,7/26/2006,0,,yellow8,g5k,10/6/2006,NE,,FALSE
o16p-ch900,ZF,M,10/23/2006,4,,goldch900,silver1,3/2/2007,End of Exp.,,FALSE
o16r1,ZF,M,7/1/2007,3,,r12p-y7o,o8p-y8,11/1/2007,Given away,Given away to Johanna,FALSE
o16r2,ZF,F,9/28/2007,3,,g4r1,r2b-o3,1/25/2008,End of Exp.,,FALSE
o16r3,ZF,,2/13/2008,6,,b16r1,o11p-p20,3/10/2008,Perished,Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.,FALSE
o16r4,ZF,F,5/4/2008,2,,o20o,r16o-r11,8/21/2008,NE,euthanized,FALSE
o16r5,ZF,F,9/1/2008,4,,g6r1,p9r2,3/14/2009,NE,Found in ZZ on 22 Feb 2009,FALSE
o16r6,ZF,F,9/29/2008,4,,y7o-r16,b20o-ch900,6/17/2009,End of Exp.,origin unclear due to cage tunneling,FALSE
o16r7,ZF,F,2/18/2009,2,,r5y15,r5s2,8/22/2009,NE,,FALSE
o16r8,ZF,F,6/19/2009,3,,974,g2r5,8/22/2009,NE,,FALSE
o17k-g14k,ZF,M,3/29/2006,0,,g14k,orange16,8/29/2006,End of Exp.,IS7=time reversed,FALSE
o17o-y8,ZF,F,7/26/2006,0,,yellow8,g5k,10/6/2006,NE,,FALSE
o17p-r12k,ZF,M,10/30/2006,0,,r12k-ch900,g4k,4/5/2007,End of Exp.,Reserved by Claude for Richard.,FALSE
o17r1,ZF,F,7/1/2007,3,,r12p-y7o,o8p-y8,11/1/2007,Given away,Given away to Johanna,FALSE
o17r2,ZF,M,10/3/2007,2,,red11,p3o-sb,9/7/2008,End of Exp.,,FALSE
o17r3,ZF,,2/13/2008,6,,b16r1,o11p-p20,3/10/2008,Perished,Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.,FALSE
o17r4,ZF,,5/14/2008,5,,r2s6,r2y1,9/22/2008,Perished,Euthanized because of necrotic leg due to poor ringing =(,FALSE
o17r6,ZF,F,9/29/2008,4,,y7o-r16,b20o-ch900,5/30/2009,NE,origin unclear due to cage tunneling,FALSE
o17r7,ZF,F,2/18/2009,2,MK,r5y15,r5s2,,,has two r7 rings plus the o17,FALSE
o18k-g14k,ZF,F,3/26/2006,0,,g14k,orange16,5/25/2006,NE,Killed because white.,FALSE
o18o-y13k,ZF,F,7/14/2006,2,,y13k-s17,p19k-o3,2/16/2007,Given away,Given Away to Marianne,FALSE
o18p-ch900,ZF,F,10/23/2006,4,,goldch900,silver1,2/16/2007,Given away,Given Away to Marianne,FALSE
o18r1,ZF,M,7/1/2007,3,,r12p-y7o,o8p-y8,5/2/2008,End of Exp.,,FALSE
o18r2,ZF,F,10/3/2007,2,,red11,p3o-sb,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
o18r3,ZF,,2/13/2008,6,,b16r1,o11p-p20,3/8/2008,End of Exp.,Right-Cochlear removed by Claude.,FALSE
o18r4,ZF,,5/14/2008,5,,r2s6,r2y1,8/19/2008,End of Exp.,,FALSE
o18r6,ZF,M,10/2/2008,6,,b13r3,p3o-sb,12/30/2008,End of Exp.,,FALSE
o18r7,ZF,F,2/18/2009,2,O7,r5y15,r5s2,,,,FALSE
o18r8,ZF,F,6/29/2009,3,KU,o1r1,r2y1,,,,FALSE
o19k-r16,ZF,M,4/8/2006,5,,red16,green12,6/20/2006,End of Exp.,,FALSE
o19o-y13k,ZF,F,7/14/2006,2,,y13k-s17,p19k-o3,10/6/2006,NE,,FALSE
o19p-ch900,ZF,M,10/23/2006,4,,goldch900,silver1,5/2/2007,End of Exp.,,FALSE
o19r1,ZF,M,7/18/2007,5,,s17o,green10,6/19/2008,End of Exp.,,FALSE
o19r2,ZF,M,9/1/2007,5,,yellow1,green12,10/6/2008,End of Exp.,,FALSE
o19r3,ZF,M,2/13/2008,4,,g9r1,b4p-red11,5/22/2008,End of Exp.,Right-Cochlear removed by Claude.,FALSE
o19r4,ZF,M,5/13/2008,5,,p14k-p2,blue2,6/25/2009,NE,"missing. Not found, presumed dead. (-janie, 25.june.2009)",FALSE
o19r5,ZF,F,9/1/2008,4,M1,g6r1,p9r2,,,,FALSE
o19r6,ZF,M,10/22/2008,3,,g13p-purple20,p14b-r16,6/25/2009,NE,"Not found in KO on 20 June 2009. Not found, presumed dead. (-janie, 25.june.2009)",FALSE
o19r7,ZF,M,2/6/2009,6,,b7r5,g19r2,7/1/2009,End of Exp.,"no histology, because brain was in very bad shape.",FALSE
o19r8,ZF,M,6/19/2009,3,,974,g2r5,10/19/2009,End of Exp.,,FALSE
o1o2,ZF,F,4/11/2007,3,,red16,g18k-y6,7/24/2007,Given away,Given away to Johanna,FALSE
o1o-b3k,ZF,F,4/1/2006,0,,b3k,blue3,10/6/2006,NE,,FALSE
o1p-silver17,ZF,F,11/6/2006,0,,silver17,blue10,11/1/2007,Given away,Given away to Johanna,FALSE
o1r1,ZF,M,7/4/2007,3,M4,y16p-s2,o12o-r12k,,,,FALSE
o1r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o1r2,ZF,M,8/5/2007,1,,o4k-p2,green13,11/15/2007,End of Exp.,,FALSE
o1r3,ZF,M,12/27/2007,4,,g3r1,purple8,11/2/2009,End of Exp.,"Reserved by Claude for ""HVC Stim on Brothers"".",FALSE
o1r4,ZF,M,4/4/2008,2,,r2s6,r2y1,9/18/2008,End of Exp.,Reserved for Janie,FALSE
o1r5,ZF,F,6/30/2008,5,,r2s6,r2y1,3/20/2009,NE,,FALSE
o1r6,ZF,F,9/26/2008,0,,b14r3,r1y17,1/9/2009,NE,,FALSE
o1r7,ZF,M,1/17/2009,5,,b9r5,o8p-y8,6/21/2009,End of Exp.,reserved for michael,FALSE
o1r8,ZF,M,4/1/2009,7,,,,10/5/2009,End of Exp.,"bought from qualipet on July 13th 2009, michael",FALSE
o20k-sg8,ZF,M,3/3/2006,0,,silvergreen8,purple5,4/3/2007,End of Exp.,"Short song, iABC. Reserved by Claude for Richard.",FALSE
o20o,ZF,M,,0,,,,9/29/2008,End of Exp.,,FALSE
o20o-ch900,ZF,M,3/23/2006,0,,goldch900,silver1,9/13/2007,Perished,Hurt his wing in breeding cage and died (Johanna found the bird),FALSE
o20p-ch900,ZF,M,10/23/2006,4,,goldch900,silver1,5/8/2007,End of Exp.,,FALSE
o20r1,ZF,F,7/15/2007,2,,o20o-ch900,r12o-o4k,11/1/2007,Given away,Given away to Johanna,FALSE
o20r2,ZF,M,9/1/2007,5,,yellow1,green12,1/22/2008,End of Exp.,,FALSE
o20r3,ZF,,2/13/2008,4,,g9r1,b4p-red11,3/7/2008,End of Exp.,Right-Cochlear removed by Claude.,FALSE
o20r4,ZF,M,5/13/2008,5,,p14k-p2,blue2,8/12/2008,End of Exp.,,FALSE
o20r6,ZF,M,10/22/2008,3,,g13p-purple20,p14b-r16,5/18/2009,End of Exp.,,FALSE
o20r7,ZF,M,2/6/2009,6,,b7r5,g19r2,5/4/2009,End of Exp.,,FALSE
o20r8,ZF,F,6/19/2009,3,O2,974,g2r5,,,,FALSE
o2o-g14k,ZF,F,6/12/2006,0,,g14k,orange16,10/6/2006,NE,,FALSE
o2p-silver17,ZF,M,11/6/2006,2,,silver17,blue10,2/9/2007,End of Exp.,,FALSE
o2r1,ZF,M,7/4/2007,3,,y16p-s2,o12o-r12k,8/16/2007,End of Exp.,,FALSE
o2r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o2r2,ZF,F,8/17/2007,3,,r12p-y7o,o8p-y8,11/1/2007,Given away,Given away to Johanna,FALSE
o2r3,ZF,M,12/27/2007,4,,g3r1,purple8,8/22/2009,End of Exp.,"Reserved by Claude for ""HVC Stim on Brothers"".",FALSE
o2r4,ZF,F,4/4/2008,2,,r2s6,r2y1,8/21/2008,NE,euthanized,FALSE
o2r5,ZF,F,6/30/2008,5,FJ2,r2s6,r2y1,,,"breeding brake, don't use for experiments",TRUE
o2r6,ZF,M,9/26/2008,0,,b14r3,r1y17,12/14/2008,End of Exp.,,FALSE
o2r7,ZF,M,1/17/2009,5,,b9r5,o8p-y8,9/3/2009,End of Exp.,Bird did not sing at all in the Isochamber for 6 days,FALSE
o2r8,ZF,M,4/1/2009,7,,,,10/7/2009,End of Exp.,"bought from qualipet on July 13th 2009, michael",FALSE
o3o15,ZF,M,4/11/2007,3,,red16,g18k-y6,2/26/2008,Surgery,,FALSE
o3o-g14k,ZF,F,6/13/2006,0,,g14k,orange16,10/6/2006,NE,,FALSE
o3p-silver17,ZF,M,11/7/2006,3,,silver17,blue10,1/25/2007,End of Exp.,,FALSE
o3r1,ZF,M,6/25/2007,1,,p11k-ch900,b20o-ch900,11/14/2007,End of Exp.,tracer exp. Moritz,FALSE
o3r10,ZF,M,10/1/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o3r2,ZF,F,8/17/2007,3,,r12p-y7o,o8p-y8,11/1/2007,Given away,Given away to Johanna,FALSE
o3r3,ZF,M,12/27/2007,4,,g3r1,purple8,11/2/2009,End of Exp.,"Reserved by Claude for ""HVC Stim on Brothers"".",FALSE
o3r4,ZF,M,4/14/2008,6,,b8o-p11k,s13p-yellow8,7/22/2008,Surgery,Bird was euthanized after the surgery because it did not recover from surgery.,FALSE
o3r5,ZF,F,6/25/2008,4,,silver15,o8p-y8,8/22/2009,NE,"found in KU on June 15, 2009, michael",FALSE
o3r6,ZF,M,9/26/2008,0,,b14r3,r1y17,5/27/2009,End of Exp.,,FALSE
o3r7,ZF,M,2/6/2009,2,,s17o,r7g-yellow8,4/28/2009,NE,white,FALSE
o3r8,ZF,M,4/1/2009,7,R6,,,,,"bought from qualipet on July 13th 2009, michael. I may need to record some more videos from this bird, please don't kill him. Alessandro",FALSE
o4k-p2,ZF,M,1/2/2006,0,,purple2,yellow8,1/30/2008,End of Exp.,His black ring is gone. Please ring again. Data recorded from o14k-sb under his name. Claude gave him a black ring on 16.09.2006. Swollen feet with the black ring. The other ring is lost. Claude kill it for cohlea removal practice. 30.01.2008.,FALSE
o4o-r14,ZF,F,6/12/2006,0,,red14,red2,10/6/2006,NE,,FALSE
o4p-silver17,ZF,F,11/6/2006,2,,silver17,blue10,2/16/2007,Given away,Given Away to Marianne,FALSE
o4r1,ZF,M,6/25/2007,1,,p11k-ch900,b20o-ch900,11/19/2007,End of Exp.,Perfusion for Tokuyasu method. No surgery,FALSE
o4r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o4r2,ZF,M,8/17/2007,3,,r12p-y7o,o9p-y8,,,missing,FALSE
o4r3,ZF,M,12/25/2007,2,,r7g-yellow8,o1r1,5/22/2008,Surgery,"died in acute, probably because of overdose",FALSE
o4r4,ZF,,4/14/2008,6,,b8o-p11k,s13p-yellow8,7/29/2008,End of Exp.,,FALSE
o4r5,ZF,,6/26/2008,7,,g12r2,p10r2,10/2/2008,End of Exp.,possibly 10 days of uncertainty - slipped through into next cage,FALSE
o4r6,ZF,M,9/26/2008,0,,b14r3,r1y17,,Given away,"If not found in KO, this bird was a female given away on 9.1.2009. Not found in KO on 20 June 2009, so marked as given away. -Janie",FALSE
o4r7,ZF,M,2/6/2009,2,R1,s17o,r7g-yellow8,,,white,FALSE
o4r8,ZF,M,4/1/2009,7,M3,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
o5k-s17,ZF,M,1/10/2006,0,,silver17,blue10,8/11/2006,End of Exp.,the bird has some sheets and data with the name o15k or even o25k.,FALSE
o5o6,ZF,M,4/11/2007,3,,red16,g18k-y6,8/14/2007,End of Exp.,,FALSE
o5o-r14,ZF,F,6/12/2006,0,,red14,red2,2/16/2007,Given away,Given Away to Marianne,FALSE
o5p-silver17,ZF,,11/4/2006,2,,silver17,blue10,2/16/2007,Given away,Given Away to Marianne,FALSE
o5r1,ZF,M,6/25/2007,1,,p11k-ch900,b20o-ch900,10/5/2007,End of Exp.,,FALSE
o5r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o5r2,ZF,F,8/17/2007,3,,r12p-y7o,o8p-y8,11/1/2007,Given away,Given away to Johanna,FALSE
o5r3,ZF,M,12/25/2007,2,,r7g-yellow8,o1r1,6/13/2008,End of Exp.,,FALSE
o5r4,ZF,F,4/19/2008,5,,silver15,o8p-y8,8/21/2008,NE,euthanized,FALSE
o5r5,ZF,F,7/4/2008,0,,g6r1,p9r2,8/22/2009,NE,,FALSE
o5r6,ZF,M,9/26/2008,0,,b14r3,r1y17,7/14/2009,End of Exp.,,FALSE
o5r7,ZF,,2/6/2009,2,,s17o,r7g-yellow8,4/28/2009,NE,white,FALSE
o5r8,ZF,M,4/1/2009,7,M6,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
o6o-r12k,ZF,M,6/2/2006,0,,r12k-ch900,g4k,5/3/2007,End of Exp.,,FALSE
o6p-y8,ZF,M,10/31/2006,0,,yellow8,g5k,2/1/2007,End of Exp.,,FALSE
o6r1,ZF,F,6/11/2007,3,,yellow1,green12,11/1/2007,Given away,Given away to Johanna,FALSE
o6r2,ZF,M,8/28/2007,0,,red16,g18k-y6,11/1/2007,Given away,Given away to Johanna,FALSE
o6r3,ZF,F,12/25/2007,2,,r7g-yellow8,o1r1,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
o6r4,ZF,F,4/19/2008,5,,silver15,o8p-y8,,,,FALSE
o6r5,ZF,F,7/7/2008,3,,p16p-r11,green10,1/16/2009,NE,Show girl.,FALSE
o6r6,ZF,M,9/26/2008,0,,b14r3,r1y17,3/12/2009,End of Exp.,,FALSE
o6r7,ZF,F,1/21/2009,3,O1,b15r5,o5r5,,,,FALSE
o7k-y14,ZF,F,12/25/2005,0,,yellow14,blue2,9/8/2006,End of Exp.,Used as showgirl. Killed for anatomical study. Found oval window beautifully.,FALSE
o7o8,ZF,F,4/12/2007,4,,b8o-p11k,r2b-o3,7/24/2007,Given away,Given away to Johanna,FALSE
o7o-p20,ZF,F,7/10/2006,0,,purple20,purple13,9/21/2006,End of Exp.,Test surgery for locating the DM.,FALSE
o7p-y8,ZF,M,10/31/2006,0,,yellow8,g5k,2/5/2007,End of Exp.,,FALSE
o7r1,ZF,M,6/25/2007,3,,p14k-p2,purple8,5/15/2008,End of Exp.,,FALSE
o7r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o7r2,ZF,,8/29/2007,8,,s17o,green10,11/1/2007,Given away,Given away to Johanna,FALSE
o7r3,ZF,F,12/9/2007,2,,b8o-p11k,s13p-yellow8,9/2/2008,End of Exp.,"there is also a male ringed with o7r3, its database entry and thus its name is o7r3-b",FALSE
o7r3-b,ZF,M,4/14/2008,6,,b8o-p11k,s13p-yellow8,7/16/2008,End of Exp.,,FALSE
o7r5,ZF,F,7/7/2008,1,2M2,r3p-r19o,s11p-yellow8,,,,FALSE
o7r6,ZF,F,10/17/2008,2,,p17r2,b13r4,1/9/2009,NE,,FALSE
o7r7,ZF,M,1/21/2009,3,,b15r5,o5r5,7/15/2009,End of Exp.,,FALSE
