ID,Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
951,o20r2,ZF,m,2007-09-01,5,,yellow1,green12,2008-01-22,End of Exp.,,0
50,b13r3,ZF,m,2007-09-05,2,,g6r1,p14b-r16,2009-06-24,End of Exp.,,0
61,b14r2,ZF,m,2007-09-05,2,,g6r1,p14b-r16,2008-01-22,End of Exp.,,0
74,b15r2,ZF,m,2007-09-05,2,,g6r1,p14b-r16,2008-05-19,,,0
860,o13r2,ZF,m,2007-09-15,1,,g7r1,orange16,2008-06-05,End of Exp.,"mistreated by father, separated while still young and put in separate MK.",0
1364,r2s14,ZF,m,2007-09-16,3,,silvergreen8,green16,2007-01-09,,,0
1365,r2s15,ZF,f,2007-09-16,3,,silvergreen8,green16,2008-08-21,NE,euthanized,0
1366,r2s16,ZF,m,2007-09-16,3,,silvergreen8,green16,2008-06-02,End of Exp.,,0
1367,r2s17,ZF,f,2007-09-16,3,,silvergreen8,green16,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
87,b16r2,ZF,f,2007-09-28,0,,s20o-yellow20,p19k-o3,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
98,b17r2,ZF,f,2007-09-28,0,,s20o-yellow20,p19k-o3,2008-08-21,NE,euthanized,0
295,dJM1Bi,ZF,u,2007-09-28,2,,b13g-red11,s11p-yellow8,2007-10-19,NE,,0
397,g10r2,ZF,m,2007-09-28,2,,b13g-red11,s11p-yellow8,2008-05-29,End of Exp.,,0
406,g11r2,ZF,m,2007-09-28,0,,yellow20,blue2,2007-12-14,End of Exp.,,0
577,g6r2,ZF,f,2007-09-28,2,,b13g-red11,s11p-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
588,g7r2,ZF,f,2007-09-28,2,,b13g-red11,s11p-yellow8,2008-08-21,NE,euthanized. Not found in ZZ-M on 09.06.08,0
600,g8r2,ZF,m,2007-09-28,2,,b13g-red11,s11p-yellow8,2008-10-08,End of Exp.,,0
610,g9r2,ZF,m,2007-09-28,2,,b13g-red11,s11p-yellow8,,,,0
872,o14r2,ZF,m,2007-09-28,3,,g4r1,r2b-o3,2008-02-06,End of Exp.,,0
883,o15r2,ZF,f,2007-09-28,3,,g4r1,r2b-o3,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
895,o16r2,ZF,f,2007-09-28,3,,g4r1,r2b-o3,2008-01-25,End of Exp.,,0
1350,r2b1,ZF,f,2007-09-28,0,,yellow20,blue2,,,"bird is missing in cage on June 15, 2009, michael",0
1373,r2s4,ZF,m,2007-09-28,3,,g5r1,purple13,2008-08-15,End of Exp.,,0
1374,r2s5,ZF,m,2007-09-28,3,,g5r1,purple13,2008-02-02,End of Exp.,,0
1375,r2s6,ZF,m,2007-09-28,3,,g5r1,purple13,2008-10-06,End of Exp.,,0
1376,r2s7,ZF,m,2007-09-28,3,,g5r1,purple13,2008-04-22,End of Exp.,,0
1377,r2s8,ZF,f,2007-09-28,0,,g5r1,purple13,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1379,r2v1,ZF,m,2007-09-28,0,,yellow20,blue2,,,missing,0
1392,r2y20,ZF,m,2007-09-28,0,,yellow20,blue2,2008-06-11,End of Exp.,,0
303,dJM3b,ZF,u,2007-10-01,2,,y16p-s2,o12o-r12k,2007-10-19,NE,,0
1368,r2s18,ZF,f,2007-10-01,2,,y16p-s2,o12o-r12k,2009-11-02,NE,,0
387,dJU7c,ZF,u,2007-10-02,2,,r12p-y7o,o8p-y8,2007-10-10,NE,,0
1384,r2y13,ZF,m,2007-10-02,2,,r12p-y7o,o8p-y8,2008-04-25,Surgery,,0
1385,r2y14,ZF,f,2007-10-02,2,,r12p-y7o,o8p-y8,2008-08-21,NE,"euthanized, not found in ZZ-O on 09.06.08",0
321,dJM6d,ZF,u,2007-10-03,3,,r6p-r9k,red5,2007-11-22,NE,,0
322,dJM6e,ZF,u,2007-10-03,3,,r6p-r9k,red5,2007-10-27,NE,,0
906,o17r2,ZF,m,2007-10-03,2,,red11,p3o-sb,2008-09-07,End of Exp.,,0
916,o18r2,ZF,f,2007-10-03,2,,red11,p3o-sb,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1360,r2s10,ZF,f,2007-10-03,3,,y7o-r16,purple16,2008-08-21,NE,euthanized,0
1361,r2s11,ZF,m,2007-10-03,3,,y7o-r16,purple16,2008-03-26,End of Exp.,,0
1362,r2s12,ZF,m,2007-10-03,3,,y7o-r16,purple16,2008-03-03,End of Exp.,,0
1363,r2s13,ZF,m,2007-10-03,3,,y7o-r16,purple16,2008-02-08,End of Exp.,,0
1378,r2s9,ZF,m,2007-10-03,3,,y7o-r16,purple16,2008-01-17,End of Exp.,,0
1381,r2y10,ZF,m,2007-10-03,3,,r6p-r9k,red5,2007-12-31,End of Exp.,,0
1383,r2y12,ZF,m,2007-10-03,3,,r6p-r9k,red5,,,missing,0
1399,r2y9,ZF,f,2007-10-03,3,,r6p-r9k,red5,2008-06-06,Given away,Given away to Johanna on 09.06.08,0
509,g1r2,ZF,f,2007-10-05,4,,g3r1,purple8,2007-12-11,End of Exp.,,0
530,g2r2,ZF,f,2007-10-05,4,,g3r1,purple8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
541,g3r2,ZF,m,2007-10-05,4,,g3r1,purple8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
553,g4r2,ZF,f,2007-10-05,4,,g3r1,purple8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
565,g5r2,ZF,m,2007-10-05,4,,g3r1,purple8,2008-03-07,End of Exp.,,0
1359,r2s1,ZF,f,2007-10-06,2,,g9r1,b4p-red11,2008-08-21,NE,euthanized,0
1370,r2s2,ZF,m,2007-10-06,2,,g9r1,b4p-red11,2008-05-14,End of Exp.,,0
1372,r2s3,ZF,m,2007-10-06,2,,g9r1,b4p-red11,2008-09-04,End of Exp.,White bird,0
1382,r2y11,ZF,m,2007-10-08,2,,red16,g18k-y6,2008-02-11,End of Exp.,,0
388,dJZZ2b,ZF,u,2007-10-10,2,,g1o-g14k,g15p-purple20,2007-11-12,NE,,0
1236,p8r2,ZF,f,2007-10-10,2,,g1o-g14k,g15p-purple20,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
427,g13r2,ZF,f,2007-10-11,5,,s17o,green10,2008-09-03,NE,,0
439,g14r2,ZF,f,2007-10-11,5,,s17o,green10,2008-02-27,Perished,,0
450,g15r2,ZF,m,2007-10-11,5,,s17o,green10,2008-04-24,End of Exp.,,0
462,g16r2,ZF,m,2007-10-11,5,,s17o,green10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
474,g17r2,ZF,m,2007-10-11,5,,s17o,green10,2008-06-09,Given away,Reserverd by Claude!!!  Sing A-B-C-C. Given away to Johanna on 09.06.08,0
486,g18r2,ZF,m,2007-10-11,5,,s17o,green10,2008-06-30,End of Exp.,,0
1380,r2y1,ZF,f,2007-10-14,3,M4,g8r1,b7br-b3k,,,,0
1391,r2y2,ZF,f,2007-10-14,3,,g8r1,b7br-b3k,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1393,r2y3,ZF,m,2007-10-14,3,,g8r1,b7br-b3k,2008-02-05,NE,seems to have died in cage - of no apparent reason.,0
110,b18r2,ZF,m,2007-10-15,3,,g2r1,r1y17,2008-02-05,End of Exp.,,0
122,b19r2,ZF,f,2007-10-15,3,,g2r1,r1y17,2008-08-21,NE,euthanized,0
146,b20r2,ZF,m,2007-10-15,3,,g2r1,r1y17,2008-06-14,End of Exp.,,0
1186,p3r2,ZF,m,2007-10-15,2,,y13k-s17,r14w-silver17,2008-09-10,End of Exp.,,0
1196,p4r2,ZF,m,2007-10-15,2,,y13k-s17,r14w-silver17,2008-08-05,End of Exp.,,0
1207,p5r2,ZF,m,2007-10-15,2,,y13k-s17,r14w-silver17,2008-04-23,End of Exp.,,0
1386,r2y15,ZF,f,2007-10-17,2,,y5o-s3k,purple17,2008-06-04,NE,Found with broken leg. Claude.,0
1387,r2y16,ZF,m,2007-10-17,2,,y5o-s3k,purple17,2008-10-02,NE,swollen feet - removed rings to see if he gets better. Bird injured himself on cuttle bone holder in MK so severly that we had to put him down.,0
1388,r2y17,ZF,m,2007-10-17,2,,y5o-s3k,purple17,2008-03-12,End of Exp.,,0
1389,r2y18,ZF,f,2007-10-17,3,,y5o-s3k,purple17,2008-08-21,NE,"euthanized,not found in ZZ-O on 09.06.08. Found on 08.07.08 and put back in KU.",0
1390,r2y19,ZF,m,2007-10-17,0,,y5o-s3k,purple17,2008-05-06,End of Exp.,,0
1394,r2y4,ZF,m,2007-10-18,1,,yellow10,o9o10,2008-06-09,End of Exp.,,0
1395,r2y5,ZF,f,2007-10-18,1,,yellow10,o9o10,2008-06-09,End of Exp.,,0
1396,r2y6,ZF,f,2007-10-18,1,,yellow10,o9o10,2008-01-25,Perished,"something wrong with one of the feet. Seems to be pregnant. Changes sex to female. Add 25.01.2008:  Bird seems sick, killed the bird.",0
1397,r2y7,ZF,f,2007-10-18,5,,yellow10,o9o10,2008-02-12,End of Exp.,,0
1398,r2y8,ZF,f,2007-10-18,5,,yellow10,o9o10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
497,g19r2,ZF,f,2007-10-27,5,O3,b8o-p11k,s13p-yellow8,,,,0
520,g20r2,ZF,f,2007-10-27,5,,b8o-p11k,s13p-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1176,p2r2,ZF,f,2007-10-27,5,,b8o-p11k,s13p-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1369,r2s19,ZF,m,2007-10-27,5,,b8o-p11k,s13p-yellow8,2008-02-26,End of Exp.,,0
1371,r2s20,ZF,f,2007-10-27,5,2M1,b8o-p11k,s13p-yellow8,,,,0
1225,p7r2,ZF,m,2007-10-30,1,,p11k-ch900,b20o-ch900,2008-02-01,End of Exp.,,0
729,k19r2,ZF,f,2007-11-06,1,,g4r1,r2b-o3,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
743,k20r2,ZF,f,2007-11-06,2,,g6r1,p14b-r16,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
331,dJO2e,ZF,u,2007-11-07,4,,yellow1,green12,2008-06-19,NE,,0
704,k15r2,ZF,m,2007-11-07,4,,g4r1,r2b-o3,2008-02-04,End of Exp.,,0
711,k16r2,ZF,m,2007-11-07,4,,g4r1,r2b-o3,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
718,k17r2,ZF,f,2007-11-07,4,,g4r1,r2b-o3,2008-02-14,End of Exp.,,0
724,k18r2,ZF,f,2007-11-07,4,,g4r1,r2b-o3,2008-02-12,End of Exp.,,0
1067,p11r2,ZF,f,2007-11-10,2,,red11,p3o-sb,2008-05-26,End of Exp.,,0
1078,p12r2,ZF,m,2007-11-10,2,,red11,p3o-sb,2008-04-16,End of Exp.,,0
1088,p13r2,ZF,m,2007-11-10,2,,red11,p3o-sb,,,missing,0
1100,p14r2,ZF,f,2007-11-11,3,,o18r1,r10br-o4k,2008-07-08,End of Exp.,"5uL X, 5uL K, dead after 5 hours",0
1110,p15r2,ZF,f,2007-11-11,3,,o18r1,r10br-o4k,2008-05-07,End of Exp.,,0
1120,p16r2,ZF,m,2007-11-11,3,,o18r1,r10br-o4k,2008-05-08,End of Exp.,bad song.,0
750,k2r2,ZF,m,2007-11-13,5,,g9r1,b4p-red11,2009-03-16,End of Exp.,,0
759,k3r2,ZF,m,2007-11-13,5,,g9r1,b4p-red11,2008-06-04,End of Exp.,Right-Cochlear successfully removed by Claude. In MK waiting for further experiment.,0
767,k4r2,ZF,f,2007-11-13,5,,g9r1,b4p-red11,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
776,k5r2,ZF,f,2007-11-13,5,O5,g9r1,b4p-red11,,,,0
785,k6r2,ZF,m,2007-11-13,5,,g9r1,b4p-red11,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
791,k7r2,ZF,m,2007-11-13,5,,g9r1,b4p-red11,2009-09-30,End of Exp.,Found in KO on 20 June 2009. - Janie,0
417,g12r2,ZF,m,2007-11-17,3,2U3,y7o-r16,purple16,,,,0
671,k10r2,ZF,f,2007-11-17,4,M6,g5r1,purple13,,,Found in ZZ on 22 Feb 2009,0
678,k11r2,ZF,f,2007-11-17,4,,g5r1,purple13,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
799,k8r2,ZF,m,2007-11-17,4,2M2,g5r1,purple13,,,,0
807,k9r2,ZF,m,2007-11-17,4,,g5r1,purple13,2008-12-08,End of Exp.,,0
1057,p10r2,ZF,f,2007-11-17,1,,s20o-yellow20,p19k-o3,2009-03-20,NE,,0
1248,p9r2,ZF,f,2007-11-17,1,,s20o-yellow20,p19k-o3,2009-01-09,NE,"Due to reading mistake, was coupled as p6r2",0
1217,p6r2,ZF,f,2007-11-20,0,,g3r1,purple8,2009-01-16,NE,"Due to reading mistake, was coupled as p9r2. beak grew too long, bird was sick.",0
691,k13r2,ZF,m,2007-11-22,0,2O1,b16r1,o11p-p20,,,Breeder.,0
302,dJM2Bc,ZF,m,2007-11-24,5,,g7r1,orange16,2008-01-20,NE,,0
1140,p18r3,ZF,m,2007-11-24,5,,g7r1,orange16,2008-02-22,End of Exp.,,0
1148,p19r3,ZF,m,2007-11-24,5,,g7r1,orange16,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1167,p20r3,ZF,f,2007-11-24,5,,g7r1,orange16,2009-01-16,NE,bird was sick.,1
1453,r4s1,ZF,f,2007-11-24,5,,g7r1,orange16,2008-08-21,NE,euthanized,0
1464,r4s2,ZF,f,2007-11-24,5,,g7r1,orange16,,,missing,0
1131,p17r2,ZF,m,2007-12-02,4,,y5o-s3k,purple17,2009-06-18,End of Exp.,This bird was found in another cage (not U6) - not 100% about its identity and age. Reserved for Janie.,0
1454,r4s10,ZF,m,2007-12-02,6,,g8r1,b7br-b3k,2008-04-02,End of Exp.,,0
1455,r4s11,ZF,m,2007-12-02,4,,y5o-s3k,purple17,2008-07-17,End of Exp.,,0
1456,r4s12,ZF,m,2007-12-02,4,,y5o-s3k,purple17,2008-02-29,End of Exp.,,0
1457,r4s13,ZF,m,2007-12-02,4,,y5o-s3k,purple17,2008-06-10,NE,found dead in ISO chamber,0
1458,r4s14,ZF,m,2007-12-02,4,,y5o-s3k,purple17,,,missing,0
1459,r4s15,ZF,m,2007-12-02,4,,y5o-s3k,purple17,2008-02-29,,,0
1466,r4s4,ZF,m,2007-12-02,6,,g8r1,b7br-b3k,2007-03-26,End of Exp.,,0
1467,r4s5,ZF,m,2007-12-02,6,,g8r1,b7br-b3k,2008-05-13,End of Exp.,,0
1468,r4s6,ZF,m,2007-12-02,6,,g8r1,b7br-b3k,2008-06-14,Surgery,died after 3rd injection of urethane,0
1469,r4s7,ZF,m,2007-12-02,6,,g8r1,b7br-b3k,2008-04-16,End of Exp.,,0
1470,r4s8,ZF,m,2007-12-02,6,,g8r1,b7br-b3k,2008-01-03,End of Exp.,,0
1471,r4s9,ZF,f,2007-12-02,6,,g8r1,b7br-b3k,2008-05-27,End of Exp.,,0
179,b4r3,ZF,f,2007-12-04,2,,yellow10,o9o10,2008-04-28,NE,one foot was missing. Euthanized.,0
190,b5r3,ZF,f,2007-12-04,2,,yellow10,o9o10,2008-02-26,End of Exp.,,0
200,b6r3,ZF,m,2007-12-04,2,,yellow10,o9o10,2008-08-18,End of Exp.,(kotowicz): I found this bird in M6 and it looked very bad. It was bleeding and was missing many feathers. I decided to put it back to its parents in M3B     Moritz> looked fine to me and was transferred to KO,0
211,b7r3,ZF,m,2007-12-04,2,,yellow10,o9o10,2008-12-11,End of Exp.,,0
684,k12r2,ZF,f,2007-12-05,0,,silvergreen8,green16,2009-01-09,NE,,0
822,o10r3,ZF,f,2007-12-09,3,,s2b-y8,k9k-ch900,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
836,o11r3,ZF,m,2007-12-09,3,,s2b-y8,k9k-ch900,2008-07-30,End of Exp.,,0
848,o12r3,ZF,f,2007-12-09,3,2M3,s2b-y8,k9k-ch900,,,,0
861,o13r3,ZF,m,2007-12-09,3,,s2b-y8,k9k-ch900,2008-04-10,End of Exp.,,0
873,o14r3,ZF,f,2007-12-09,3,,s2b-y8,k9k-ch900,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1021,o7r3,ZF,f,2007-12-09,2,,b8o-p11k,s13p-yellow8,2008-09-02,End of Exp.,"there is also a male ringed with o7r3, its database entry and thus its name is o7r3-b",0
1033,o8r3,ZF,f,2007-12-09,2,,b8o-p11k,s13p-yellow8,,,"bird is missing in cage on June 15, 2009, michael",0
1044,o9r3,ZF,f,2007-12-09,2,,b8o-p11k,s13p-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1407,r3s1,ZF,u,2007-12-13,7,,y7o-r16,purple16,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1412,r3s2,ZF,u,2007-12-13,7,,y7o-r16,purple16,2008-03-31,End of Exp.,,0
1413,r3s3,ZF,m,2007-12-13,7,,y7o-r16,purple16,,NE,severely sick.,0
986,o4r3,ZF,m,2007-12-25,2,,r7g-yellow8,o1r1,2008-05-22,Surgery,"died in acute, probably because of overdose",0
999,o5r3,ZF,m,2007-12-25,2,,r7g-yellow8,o1r1,2008-06-13,End of Exp.,,0
1009,o6r3,ZF,f,2007-12-25,2,,r7g-yellow8,o1r1,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
940,o1r3,ZF,m,2007-12-27,4,,g3r1,purple8,2009-11-02,End of Exp.,"Reserved by Claude for ""HVC Stim on Brothers"".",0
962,o2r3,ZF,m,2007-12-27,4,,g3r1,purple8,2009-08-22,End of Exp.,"Reserved by Claude for ""HVC Stim on Brothers"".",0
974,o3r3,ZF,m,2007-12-27,4,,g3r1,purple8,2009-11-02,End of Exp.,"Reserved by Claude for ""HVC Stim on Brothers"".",0
1414,r3s4,ZF,f,2007-12-27,4,,g3r1,purple8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
17,b10r3,ZF,m,2007-12-28,4,,b16r1,o11p-p20,2009-11-06,End of Exp.,"There is a bird ringed b10r3 which was listed in the database during coupling as g12r2. Claude marked this ""b10r3"" as dead bird since it no longer exists.  (01.05.2009). Janie resurrected this bird, as it was found in KO on 20 June 2009. Reserved for Janie",0
28,b11r3,ZF,m,2007-12-28,4,,b16r1,o11p-p20,,End of Exp.,,0
39,b12r3,ZF,m,2007-12-28,4,,b16r1,o11p-p20,2009-06-25,NE,"missing since 3.7.08. Not found, presumed dead. (-janie, 25.june.2009)",0
49,b13r2,ZF,m,2007-12-28,4,,b16r1,o11p-p20,2008-02-05,End of Exp.,,0
62,b14r3,ZF,m,2007-12-28,4,2M4,b16r1,o11p-p20,,,Reserved by Claude.,0
379,dJU5Be,ZF,u,2007-12-30,4,,g6r1,p14b-r16,,,,0
1408,r3s14,ZF,f,2007-12-30,4,,g6r1,p14b-r16,2008-11-10,End of Exp.,It's a female. Claude.,0
1409,r3s15,ZF,m,2007-12-30,4,,g6r1,p14b-r16,2008-04-07,End of Exp.,,0
1410,r3s16,ZF,m,2007-12-30,4,,g6r1,p14b-r16,2008-04-16,End of Exp.,,0
1411,r3s17,ZF,f,2007-12-30,4,,g6r1,p14b-r16,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1422,r3y13,ZF,f,2007-12-30,5,,g9r1,b4p-red11,,,"bird is missing in cage on June 15, 2009, michael",0
1423,r3y14,ZF,m,2007-12-30,5,,g9r1,b4p-red11,2008-03-12,End of Exp.,,0
1424,r3y15,ZF,m,2007-12-30,5,,g9r1,b4p-red11,2008-05-28,End of Exp.,,0
1425,r3y16,ZF,f,2007-12-30,5,,g9r1,b4p-red11,2008-06-09,NE,,0
1426,r3y17,ZF,f,2007-12-30,5,,g9r1,b4p-red11,2008-08-21,NE,euthanized,0
1427,r3y18,ZF,f,2007-12-30,3,,g5r1,purple13,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1428,r3y19,ZF,m,2007-12-30,3,,g5r1,purple13,2008-04-02,End of Exp.,,0
1430,r3y20,ZF,m,2007-12-30,3,,g5r1,purple13,2008-04-16,End of Exp.,,0
1439,r4o14,BF,f,2008-01-01,0,A,,,,,,0
1440,r4o9,BF,f,2008-01-01,0,A,,,,,,0
1639,r8y12-BF,BF,m,2008-01-01,0,A,,,,,"renamed, because ZF with same rings (florian, 16.8.2009)",0
1728,s5y11,BF,m,2008-01-01,0,A,,,,,,0
1775,tweak30,ZF,u,2008-01-01,0,,974,,,,,0
1776,tweak31,ZF,u,2008-01-01,0,,b10r7,,,,,0
1777,tweak32,ZF,u,2008-01-01,0,,b2r5,,,,,0
1778,tweak33,ZF,u,2008-01-01,0,,b10r5,,,,,0
1779,tweak34,ZF,u,2008-01-01,0,,b3r5,,,,,0
1780,tweak35,ZF,u,2008-01-01,0,,r011,,,,,0
1782,tweak37,ZF,u,2008-01-01,0,,o8r8,,,,,0
1783,tweak38,ZF,u,2008-01-01,0,,o4r8,,,,,0
1784,tweak39,ZF,u,2008-01-01,0,,o13r8,,,,,0
135,b1r3,ZF,u,2008-01-06,2,,silvergreen8,green16,2008-02-08,Perished,,0
156,b2r3,ZF,u,2008-01-06,2,,silvergreen8,green16,2008-02-02,End of Exp.,,0
99,b17r3,ZF,m,2008-01-08,0,,s20o-yellow20,p19k-o3,2008-03-19,End of Exp.,,0
88,b16r3,ZF,f,2008-01-15,1,,r2s7,b12r2,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
168,b3r3,ZF,m,2008-01-17,4,,yellow10,o9o10,2008-02-11,End of Exp.,,0
224,b8r3,ZF,m,2008-01-17,4,,yellow10,o9o10,2008-02-14,End of Exp.,,0
1415,r3s5,ZF,m,2008-01-17,4,,yellow10,o9o10,2008-02-11,End of Exp.,,0
1417,r3s7,ZF,m,2008-01-17,4,,yellow10,o9o10,2008-02-11,End of Exp.,,0
75,b15r3,ZF,f,2008-01-19,5,,g13p-purple20,r8p-s19o,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1416,r3s6,ZF,u,2008-01-19,5,,g13p-purple20,r8p-s19o,2008-02-11,End of Exp.,,0
1740,s8r3,ZF,u,2008-01-19,5,,g13p-purple20,r8p-s19o,2008-02-09,End of Exp.,,0
1745,s9r3,ZF,u,2008-01-19,5,,g13p-purple20,r8p-s19o,2008-02-12,End of Exp.,,0
111,b18r3,ZF,f,2008-01-27,5,,silver15,o8p-y8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
123,b19r3,ZF,f,2008-01-27,5,,silver15,o8p-y8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
147,b20r3,ZF,f,2008-01-27,5,,silver15,o8p-y8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1674,s11r3,ZF,u,2008-01-27,5,,silver15,o8p-y8,2008-02-24,End of Exp.,,0
719,k17r4,ZF,m,2008-01-28,1,,p14k-p2,blue2,2008-06-25,End of Exp.,,0
725,k18r4,ZF,m,2008-01-28,0,,p14k-p2,blue2,2008-07-10,End of Exp.,,0
1158,p1r3,ZF,f,2008-01-28,4,,p16p-r11,green10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1177,p2r3,ZF,f,2008-01-28,4,,p16p-r11,green10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1187,p3r3,ZF,f,2008-01-28,4,,p16p-r11,green10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1197,p4r3,ZF,f,2008-01-28,4,,p16p-r11,green10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1208,p5r3,ZF,m,2008-01-28,4,U1,p16p-r11,green10,,,"TUTOR  reserved for Sandras Experiment. Can be transferred, but must remain foundable.  Ask Richard, before planing something with this bird.",0
1218,p6r3,ZF,f,2008-01-29,2,,r3p-r19o,s11p-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1226,p7r3,ZF,f,2008-01-29,2,,r3p-r19o,s11p-yellow8,2008-08-21,NE,euthanized,0
1237,p8r3,ZF,m,2008-01-29,2,,r3p-r19o,s11p-yellow8,2008-04-19,End of Exp.,,0
407,g11r3,ZF,m,2008-02-05,4,,o1r1,r7g-yellow8,2008-05-16,End of Exp.,tried to record from auditory neurons in ovoidalis. Didn't find any. Did burns.,1
418,g12r3,ZF,f,2008-02-05,4,,o1r1,r7g-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
428,g13r3,ZF,f,2008-02-05,4,,o1r1,r7g-yellow8,2008-05-08,End of Exp.,,0
440,g14r3,ZF,f,2008-02-05,4,,o1r1,r7g-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1669,s10r3,ZF,m,2008-02-08,1,,k7r1,r14w-silver17,2008-06-04,End of Exp.,Right-Cochlear removed by Claude.,0
672,k10r3,ZF,m,2008-02-09,3,,o18r1,b10r2,2008-07-04,End of Exp.,,0
777,k5r3,ZF,m,2008-02-09,3,,o18r1,b10r2,2008-05-28,End of Exp.,,0
786,k6r3,ZF,f,2008-02-09,3,,o18r1,b10r2,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
792,k7r3,ZF,m,2008-02-09,3,,o18r1,b10r2,2008-06-26,End of Exp.,,0
800,k8r3,ZF,m,2008-02-09,3,,o18r1,b10r2,2009-06-25,NE,"Reserved for Janie... Found missing from ZZU on 29.Sept.2008. Not found, presumed dead. (-janie, 25.june.2009)",0
808,k9r3,ZF,f,2008-02-09,3,,o18r1,b10r2,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
318,dJM5Bf,ZF,u,2008-02-11,3,,g5r1,purple13,,,,0
531,g2r3,ZF,f,2008-02-11,3,,g5r1,purple13,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
542,g3r3,ZF,m,2008-02-11,3,,g5r1,purple13,2008-06-09,End of Exp.,,0
554,g4r3,ZF,m,2008-02-11,3,,g5r1,purple13,2008-05-19,End of Exp.,,0
566,g5r3,ZF,f,2008-02-11,3,,g5r1,purple13,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
578,g6r3,ZF,m,2008-02-11,3,,g5r1,purple13,2008-09-24,End of Exp.,,0
398,g10r3,ZF,m,2008-02-12,5,,o20o,r16o-r11,2008-05-26,End of Exp.,,0
589,g7r3,ZF,f,2008-02-12,5,,o20o,r16o-r11,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
601,g8r3,ZF,m,2008-02-12,5,,o20o,r16o-r11,2008-09-16,Surgery,,0
611,g9r3,ZF,f,2008-02-12,5,,o20o,r16o-r11,2008-06-16,End of Exp.,,0
319,dJM5c,ZF,u,2008-02-13,4,,g9r1,b4p-red11,,,,0
320,dJM5d,ZF,u,2008-02-13,4,,g9r1,b4p-red11,,,,0
735,k1r3,ZF,f,2008-02-13,4,,g9r1,b4p-red11,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
768,k4r3,ZF,f,2008-02-13,4,,g9r1,b4p-red11,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
884,o15r3,ZF,u,2008-02-13,,,b16r1,o11p-p20,2008-03-10,Perished,Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.,0
896,o16r3,ZF,u,2008-02-13,6,,b16r1,o11p-p20,2008-03-10,Perished,Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.,0
907,o17r3,ZF,u,2008-02-13,6,,b16r1,o11p-p20,2008-03-10,Perished,Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.,0
917,o18r3,ZF,u,2008-02-13,6,,b16r1,o11p-p20,2008-03-08,End of Exp.,Right-Cochlear removed by Claude.,0
