Birdname;Species;Sex;Birthday;Uncertainty;Cage;Father;Mother;Date of death;Cause of death;Comment;Reserved
k2r10;ZF;F;18.09.2009;3;;o4r8;p5r7;23.11.2009;Given away;white bird;FALSE
k2r2;ZF;M;13.11.2007;5;;g9r1;b4p-red11;16.03.2009;End of Exp.;;FALSE
k2r3;ZF;F;04.03.2008;1;;r2s4;y8o-r16;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k2r4;ZF;F;10.06.2008;6;;b11r3;k5r2;21.08.2008;NE;euthanized;FALSE
k2r5;ZF;F;24.09.2008;2;;g2r1;r16o-r11;09.01.2009;NE;;FALSE
k2r6;ZF;M;29.10.2008;7;;s3k-y8;p10r2;18.05.2009;End of Exp.;;FALSE
k2r7;ZF;;21.04.2009;0;;b8p-s14k;p2r6;19.06.2009;End of Exp.;;FALSE
k2r8;ZF;F;01.08.2009;4;;b7r7;r6s10;06.11.2009;NE;;FALSE
k3k-s17;ZF;F;05.01.2006;0;;silver17;;16.02.2007;Given away;Given Away to Marianne;FALSE
k3r1;ZF;M;09.08.2007;4;;g8r1;b7br-b3k;07.01.2008;End of Exp.;;FALSE
k3r10;ZF;F;28.10.2009;0;KU;o10r8;r5s1;;;White chick;FALSE
k3r2;ZF;M;13.11.2007;5;;g9r1;b4p-red11;04.06.2008;End of Exp.;Right-Cochlear successfully removed by Claude. In MK waiting for further experiment.;FALSE
k3r3;ZF;M;04.03.2008;1;;r2s4;y8o-r16;27.05.2008;End of Exp.;;FALSE
k3r4;ZF;M;10.06.2008;6;;b11r3;k5r2;17.09.2008;End of Exp.;;FALSE
k3r5;ZF;M;24.09.2008;2;;g2r1;r16o-r11;09.03.2009;End of Exp.;Reserved for Janie. Not found in MK (Claude 01.05.2009);FALSE
k3r6;ZF;M;29.10.2008;7;;s3k-y8;p10r2;20.05.2009;End of Exp.;;FALSE
k3r7;ZF;M;19.04.2009;4;;k8r2;r5s4;18.08.2009;End of Exp.;;FALSE
k3r8;ZF;F;01.08.2009;4;;b7r7;r6s10;06.11.2009;NE;;FALSE
k4r1;ZF;M;09.08.2007;4;;g8r1;b7br-b3k;22.10.2008;End of Exp.;Very nice song. Use for Breeding! - Sorry, there is no other bird phd +/-300 around for the RAexperiment Aymeric;FALSE
k4r10;BF;;23.09.2009;4;A;;;;;;FALSE
k4r2;ZF;F;13.11.2007;5;;g9r1;b4p-red11;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k4r3;ZF;F;13.02.2008;4;;g9r1;b4p-red11;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k4r4;ZF;M;10.06.2008;6;;b11r3;k5r2;23.09.2008;End of Exp.;;FALSE
k4r5;ZF;M;24.09.2008;2;;g2r1;r16o-r11;19.03.2009;End of Exp.;;FALSE
k4r6;ZF;M;29.10.2008;7;;s3k-y8;p10r2;04.06.2009;End of Exp.;;FALSE
k4r7;ZF;;19.04.2009;4;;k8r2;r5s4;19.06.2009;End of Exp.;;FALSE
k4r8;ZF;M;01.08.2009;4;R3;b7r7;r6s10;;;michael, 4.11.09 - tplsm;TRUE
k5k-s15;ZF;F;10.02.2006;0;;silver15;;16.02.2007;Given away;Given Away to Marianne;FALSE
k5r1;ZF;M;09.08.2007;4;;g8r1;b7br-b3k;10.01.2008;End of Exp.;;FALSE
k5r10;BF;;23.09.2009;4;A;;;;;;FALSE
k5r2;ZF;F;13.11.2007;5;O5;g9r1;b4p-red11;;;;FALSE
k5r3;ZF;M;09.02.2008;3;;o18r1;b10r2;28.05.2008;End of Exp.;;FALSE
k5r4;ZF;F;10.06.2008;6;;b11r3;k5r2;21.08.2008;NE;euthanized;FALSE
k5r5;ZF;M;24.09.2008;2;;g2r1;r16o-r11;10.06.2009;End of Exp.;reserved for michael;FALSE
k5r6;ZF;F;29.10.2008;6;;s3k-y8;p10r2;09.01.2009;NE;;FALSE
k5r7;ZF;;19.04.2009;4;;k8r2;r5s4;19.06.2009;End of Exp.;;FALSE
k5r8;ZF;F;05.08.2009;1;;974;g2r5;25.11.2009;End of Exp.;;FALSE
k6k-g14k;ZF;M;17.02.2006;4;;g14k;orange16;25.07.2006;End of Exp.;;FALSE
k6r1;ZF;F;09.08.2007;4;;g8r1;b7br-b3k;01.11.2007;Given away;Given away to Johanna;FALSE
k6r10;ZF;M;30.10.2009;2;KM;p14k;r5s4;;;;FALSE
k6r2;ZF;M;13.11.2007;5;;g9r1;b4p-red11;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k6r3;ZF;F;09.02.2008;3;;o18r1;b10r2;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
k6r6;ZF;M;29.10.2008;7;;s3k-y8;p10r2;11.05.2009;End of Exp.;;FALSE
k6r7;ZF;F;13.03.2009;1;;b10r5;r2b-o3;22.05.2009;NE;Found dead in cage;FALSE
k7k-b3k;ZF;F;24.02.2006;0;;b3k;blue3;14.11.2006;Surgery;;FALSE
k7r1;ZF;M;09.08.2007;4;;g8r1;b7br-b3k;01.09.2008;End of Exp.;;FALSE
k7r10;ZF;F;30.10.2009;2;KU;p14k;r5s4;;;;FALSE
k7r2;ZF;M;13.11.2007;5;;g9r1;b4p-red11;30.09.2009;End of Exp.;Found in KO on 20 June 2009. - Janie;FALSE
k7r3;ZF;M;09.02.2008;3;;o18r1;b10r2;26.06.2008;End of Exp.;;FALSE
k7r5;ZF;M;17.06.2008;2;;o20o;r16o-r11;25.09.2008;Surgery;;FALSE
k7r6;ZF;M;29.10.2008;7;;s3k-y8;p10r2;20.05.2009;End of Exp.;;FALSE
k7r7;ZF;F;13.03.2009;5;;o5r6;g2r5;;;bird is missing on june 15, 2009;FALSE
k7r8;ZF;M;05.08.2009;1;KM;974;g2r5;;;Moritz;TRUE
k8k-b3k;ZF;M;24.02.2006;;;b3k;blue3;04.10.2006;End of Exp.;good sleep activity in RA, slept very good;FALSE
k8r1;ZF;F;14.08.2007;3;;b13g-red11;s11p-yellow8;21.08.2008;NE;euthanized;FALSE
k8r10;ZF;F;30.10.2009;2;KU;p14k;r5s4;;;;FALSE
k8r2;ZF;M;17.11.2007;4;2M2;g5r1;purple13;;;;FALSE
k8r3;ZF;M;09.02.2008;3;;o18r1;b10r2;25.06.2009;NE;Reserved for Janie... Found missing from ZZU on 29.Sept.2008. Not found, presumed dead. (-janie, 25.june.2009);FALSE
k8r5;ZF;F;17.06.2008;2;;k7r1;r14w-silver17;21.08.2008;NE;euthanized;FALSE
k8r6;ZF;M;29.10.2008;7;;s3k-y8;p10r2;21.04.2009;End of Exp.;;FALSE
k8r7;ZF;F;13.03.2009;3;;b9r5;o8p-y8;17.06.2009;End of Exp.;;FALSE
k8r8;ZF;F;01.08.2009;4;;b7r7;r6s10;06.11.2009;NE;;FALSE
k9k-ch900;ZF;F;14.02.2006;0;;;;17.02.2009;NE;Euthanized, very old lady bird, she was pecking herself until she was bleeding!;FALSE
k9r1;ZF;F;14.08.2007;3;;b13g-red11;s11p-yellow8;01.11.2007;Given away;Given away to Johanna;FALSE
k9r2;ZF;M;17.11.2007;4;;g5r1;purple13;08.12.2008;End of Exp.;;FALSE
k9r3;ZF;F;09.02.2008;3;;o18r1;b10r2;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
K-G-K209-14;BF;;;0;A;;;;;Found in cage A on 25 Aug, 2009 - Janie;FALSE
K-G-K209-19;BF;;;0;A;;;;;Found in cage A on 25 Aug, 2009 - Janie;FALSE
K-G-K209-54;BF;M;01.01.2007;0;A;;;;;;FALSE
K-K-K209-15;BF;F;01.01.2007;0;R8;;;;;;FALSE
K-K-K209-52;BF;M;01.01.2007;0;?;;;;;Not found in cage A on 25 Aug., 2009 - Janie.;FALSE
K-K-K209-78;BF;M;01.01.2007;0;;;;30.10.2008;NE;swollen foot;FALSE
n2g;ZF;M;02.09.2008;0;;g8r1;k10r2;03.12.2008;End of Exp.;;FALSE
o10k-g14;ZF;M;17.02.2006;0;;g14k;;28.04.2006;End of Exp.;;FALSE
o10o-r12k;ZF;M;11.08.2006;3;;r12k-ch900;g4k;15.12.2006;Surgery;tried acut UVA. No success. Bird dead;FALSE
o10p-r16;ZF;;30.11.2006;0;;red16;green16;19.01.2007;End of Exp.;;FALSE
o10r1;ZF;M;07.07.2007;5;;red11;p3o-sb;08.05.2008;End of Exp.;;FALSE
o10r10;ZF;M;06.08.2009;7;U2;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o10r2;ZF;M;29.08.2007;8;;s17o;green10;26.02.2008;End of Exp.;;FALSE
o10r3;ZF;F;09.12.2007;3;;s2b-y8;k9k-ch900;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
o10r4;ZF;F;19.04.2008;5;;silver15;o8p-y8;21.08.2008;NE;euthanized;FALSE
o10r5;ZF;M;07.09.2008;5;;r3s3;k12r2;14.01.2009;End of Exp.;plastic song of this bird on linsrv;FALSE
o10r6;ZF;M;17.10.2008;5;;red11;b7br-b3k;30.01.2009;End of Exp.;reserved for michael;FALSE
o10r7;BF;M;14.01.2009;7;R5;;;;;;FALSE
o10r8;ZF;M;01.04.2009;7;A-UL;;;;;"bought from qualipet on July 13th 2009, michael; white chick k3r10";FALSE
o10w;BF;M;;0;;;;22.02.2008;NE;broken toe?;FALSE
o11k-p20;ZF;F;24.03.2006;0;;purple20;purple13;16.06.2006;NE;"-> abgegeben an Z""uchter";FALSE
o11o12;ZF;M;12.04.2007;4;;b8o-p11k;r2b-o3;10.08.2007;End of Exp.;;FALSE
o11o-r12k;ZF;M;11.08.2006;3;;r12k-ch900;g4k;06.06.2007;End of Exp.;;FALSE
o11p-p20;ZF;F;26.03.2007;1;;purple20;purple13;07.03.2008;End of Exp.;Killed by Claude because she crazily attacked all the family (tutor, and children).;FALSE
o11r1;ZF;M;07.07.2007;5;;red11;p3o-sb;27.08.2008;End of Exp.;Song recording, but bird never sang;FALSE
o11r10;ZF;M;01.10.2009;7;KM;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o11r2;ZF;M;29.08.2007;8;;s17o;green10;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
o11r3;ZF;M;09.12.2007;3;;s2b-y8;k9k-ch900;30.07.2008;End of Exp.;;FALSE
o11r4;ZF;F;05.05.2008;5;;k7r1;r14w-silver17;21.08.2008;NE;euthanized;FALSE
o11r5;ZF;F;07.09.2008;5;;r3s3;k12r2;09.01.2009;NE;;FALSE
o11r6;ZF;M;17.10.2008;5;;red11;b7br-b3k;27.05.2009;End of Exp.;;FALSE
o11r7;BF;;14.01.2009;7;A;;;;;;FALSE
o11r8;ZF;M;01.04.2009;7;KM;;;;;"for breeding; bought from qualipet on July 13th 2009, michael";TRUE
o12k-p20;ZF;F;24.03.2006;0;;purple20;purple13;06.10.2006;NE;;FALSE
o12o-r12k;ZF;F;11.08.2006;3;;r12k-ch900;g4k;30.11.2007;NE;sick, thick feet (ring too tight). Killed by injection.;FALSE
o12p-ch900;ZF;F;23.10.2006;4;;goldch900;silver1;16.02.2007;Given away;Given Away to Marianne;FALSE
o12r1;ZF;F;07.07.2007;5;;red11;p3o-sb;01.11.2007;Given away;Given away to Johanna;FALSE
o12r10;ZF;M;06.08.2009;7;O6;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o12r2;ZF;F;29.08.2007;8;;s17o;green10;01.11.2007;Given away;Given away to Johanna;FALSE
o12r3;ZF;F;09.12.2007;3;A-UR;s2b-y8;k9k-ch900;;;;FALSE
o12r4;ZF;F;05.05.2008;5;;k7r1;r14w-silver17;21.08.2008;NE;euthanized;FALSE
o12r5;ZF;F;07.09.2008;5;;r3s3;k12r2;15.01.2009;NE;;FALSE
o12r6;ZF;M;17.10.2008;5;;red11;b7br-b3k;16.02.2009;End of Exp.;;FALSE
o12r7;BF;;14.01.2009;7;R5;;;;;;FALSE
o12r8;ZF;M;01.04.2009;7;KO;;;;;bought from qualipet on July 13th 2009, michael;FALSE
o13k-sb;ZF;F;04.04.2006;0;;silverblack;purple17;06.10.2006;NE;;FALSE
o13o14;ZF;M;12.04.2007;4;;b8o-p11k;r2b-o3;17.08.2007;End of Exp.;;FALSE
o13o-y8;ZF;F;26.07.2006;0;;yellow8;g5k;27.11.2006;End of Exp.;;FALSE
o13p-ch900;ZF;F;23.10.2006;4;;goldch900;silver1;16.02.2007;Given away;Given Away to Marianne;FALSE
o13r1;ZF;F;04.07.2007;3;;b13g-red11;s11p-yellow8;01.11.2007;Given away;Given away to Johanna;FALSE
o13r10;ZF;F;02.10.2009;0;R4;o8r8;k5r2;;;;FALSE
o13r2;ZF;M;15.09.2007;1;;g7r1;orange16;05.06.2008;End of Exp.;mistreated by father, separated while still young and put in separate MK.;FALSE
o13r3;ZF;M;09.12.2007;3;;s2b-y8;k9k-ch900;10.04.2008;End of Exp.;;FALSE
o13r4;ZF;F;05.05.2008;5;;k7r1;r14w-silver17;18.08.2008;NE;Died in cage;FALSE
o13r5;ZF;F;07.09.2008;5;;r3s3;k12r2;06.11.2009;NE;;FALSE
o13r6;ZF;M;17.10.2008;5;;red11;b7br-b3k;15.01.2009;Surgery;;FALSE
o13r7;ZF;F;21.02.2009;2;KU;r5y11;r5s13;;;;FALSE
o13r8;ZF;M;01.04.2009;7;KO;;;;;bought from qualipet on July 13th 2009, michael;FALSE
o14k-sb;ZF;M;04.04.2006;0;;silverblack;purple17;22.08.2006;End of Exp.;recorded data as ok4-p2;FALSE
o14o-y8;ZF;F;26.07.2006;0;;yellow8;g5k;06.10.2006;NE;;FALSE
o14p-ch900;ZF;F;19.10.2006;0;;red14;red2;16.02.2007;Given away;Given Away to Marianne;FALSE
o14r1;ZF;F;04.07.2007;3;;b13g-red11;s11p-yellow8;01.11.2007;Given away;Given away to Johanna;FALSE
o14r10;ZF;F;17.09.2009;5;;r5y14;r7y1;23.11.2009;Given away;;FALSE
o14r2;ZF;M;28.09.2007;3;;g4r1;r2b-o3;06.02.2008;End of Exp.;;FALSE
o14r3;ZF;F;09.12.2007;3;;s2b-y8;k9k-ch900;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
o14r4;ZF;F;04.05.2008;5;;k7r1;r14w-silver17;21.08.2008;NE;euthanized;FALSE
o14r5;ZF;F;07.09.2008;5;;r3s3;k12r2;09.01.2009;NE;;FALSE
o14r6;ZF;M;17.10.2008;5;;red11;b7br-b3k;12.01.2009;End of Exp.;;FALSE
o14r7;ZF;M;21.02.2009;2;;r5y11;r5s13;05.05.2009;End of Exp.;;FALSE
o14r8;ZF;M;01.04.2009;7;;;;18.08.2009;End of Exp.;bought from qualipet on July 13th 2009, michael;FALSE
o15o-y8;ZF;F;26.07.2006;0;;yellow8;g5k;06.10.2006;NE;;FALSE
o15p-r16;ZF;;30.11.2006;0;;red16;green12;24.01.2007;;;FALSE
o15r1;ZF;F;04.07.2007;3;;b13g-red11;s11p-yellow8;01.11.2007;Given away;Given away to Johanna;FALSE
o15r10;ZF;F;17.09.2009;5;;r5y14;r7y1;23.11.2009;Given away;;FALSE
o15r2;ZF;F;28.09.2007;3;;g4r1;r2b-o3;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
o15r3;ZF;;13.02.2008;;;b16r1;o11p-p20;10.03.2008;Perished;Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.;FALSE
o15r4;ZF;F;04.05.2008;2;;o20o;r16o-r11;21.08.2008;NE;euthanized;FALSE
o15r5;ZF;F;01.09.2008;4;;g6r1;p9r2;09.11.2008;End of Exp.;;FALSE
o15r6;ZF;F;29.09.2008;4;;y7o-r16;b20o-ch900;22.08.2009;NE;origin unclear due to cage tunneling;FALSE
o15r7;ZF;F;21.02.2009;2;FJ8;r5y11;r5s13;;;;FALSE
o15r8;ZF;F;19.06.2009;3;2O3;974;g2r5;;;;FALSE
o16k-p20;ZF;M;19.03.2006;0;;purple20;purple13;14.06.2006;End of Exp.;;FALSE
o16o-y8;ZF;F;26.07.2006;0;;yellow8;g5k;06.10.2006;NE;;FALSE
o16p-ch900;ZF;M;23.10.2006;4;;goldch900;silver1;02.03.2007;End of Exp.;;FALSE
o16r1;ZF;M;01.07.2007;3;;r12p-y7o;o8p-y8;01.11.2007;Given away;Given away to Johanna;FALSE
o16r10;ZF;M;17.09.2009;5;;r5y14;r7y1;15.01.2010;End of Exp.;michael - GECIP YC3.60;TRUE
o16r2;ZF;F;28.09.2007;3;;g4r1;r2b-o3;25.01.2008;End of Exp.;;FALSE
o16r3;ZF;;13.02.2008;6;;b16r1;o11p-p20;10.03.2008;Perished;Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.;FALSE
o16r4;ZF;F;04.05.2008;2;;o20o;r16o-r11;21.08.2008;NE;euthanized;FALSE
o16r5;ZF;F;01.09.2008;4;;g6r1;p9r2;14.03.2009;NE;Found in ZZ on 22 Feb 2009;FALSE
o16r6;ZF;F;29.09.2008;4;;y7o-r16;b20o-ch900;17.06.2009;End of Exp.;origin unclear due to cage tunneling;FALSE
o16r7;ZF;F;18.02.2009;2;;r5y15;r5s2;22.08.2009;NE;;FALSE
o16r8;ZF;F;19.06.2009;3;;974;g2r5;22.08.2009;NE;;FALSE
o17k-g14k;ZF;M;29.03.2006;0;;g14k;orange16;29.08.2006;End of Exp.;IS7=time reversed;FALSE
o17o-y8;ZF;F;26.07.2006;0;;yellow8;g5k;06.10.2006;NE;;FALSE
o17p-r12k;ZF;M;30.10.2006;0;;r12k-ch900;g4k;05.04.2007;End of Exp.;Reserved by Claude for Richard.;FALSE
o17r1;ZF;F;01.07.2007;3;;r12p-y7o;o8p-y8;01.11.2007;Given away;Given away to Johanna;FALSE
o17r2;ZF;M;03.10.2007;2;;red11;p3o-sb;07.09.2008;End of Exp.;;FALSE
o17r3;ZF;;13.02.2008;6;;b16r1;o11p-p20;10.03.2008;Perished;Right-Cochlear removed by Claude. Killed by a extra-tutor I put in the same cage.;FALSE
o17r4;ZF;;14.05.2008;5;;r2s6;r2y1;22.09.2008;Perished;Euthanized because of necrotic leg due to poor ringing =(;FALSE
o17r6;ZF;F;29.09.2008;4;;y7o-r16;b20o-ch900;30.05.2009;NE;origin unclear due to cage tunneling;FALSE
o17r7;ZF;F;18.02.2009;2;U7;r5y15;r5s2;;;has two r7 rings plus the o17;FALSE
o18k-g14k;ZF;F;26.03.2006;0;;g14k;orange16;25.05.2006;NE;Killed because white.;FALSE
o18o-y13k;ZF;F;14.07.2006;2;;y13k-s17;p19k-o3;16.02.2007;Given away;Given Away to Marianne;FALSE
o18p-ch900;ZF;F;23.10.2006;4;;goldch900;silver1;16.02.2007;Given away;Given Away to Marianne;FALSE
o18r1;ZF;M;01.07.2007;3;;r12p-y7o;o8p-y8;02.05.2008;End of Exp.;;FALSE
o18r10;ZF;F;17.09.2009;5;;r5y14;r7y1;23.11.2009;Given away;;FALSE
o18r2;ZF;F;03.10.2007;2;;red11;p3o-sb;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
o18r3;ZF;;13.02.2008;6;;b16r1;o11p-p20;08.03.2008;End of Exp.;Right-Cochlear removed by Claude.;FALSE
o18r4;ZF;;14.05.2008;5;;r2s6;r2y1;19.08.2008;End of Exp.;;FALSE
o18r6;ZF;M;02.10.2008;6;;b13r3;p3o-sb;30.12.2008;End of Exp.;;FALSE
o18r7;ZF;F;18.02.2009;2;E9;r5y15;r5s2;02.12.2009;End of Exp.;;FALSE
o18r8;ZF;F;29.06.2009;3;U2;o1r1;r2y1;;;;FALSE
o19k-r16;ZF;M;08.04.2006;5;;red16;green12;20.06.2006;End of Exp.;;FALSE
o19o-y13k;ZF;F;14.07.2006;2;;y13k-s17;p19k-o3;06.10.2006;NE;;FALSE
o19p-ch900;ZF;M;23.10.2006;4;;goldch900;silver1;02.05.2007;End of Exp.;;FALSE
o19r1;ZF;M;18.07.2007;5;;s17o;green10;19.06.2008;End of Exp.;;FALSE
o19r10;ZF;M;17.09.2009;5;KM;r5y14;r7y1;;;missing in cage, 18. dez. 09 : michael;FALSE
o19r2;ZF;M;01.09.2007;5;;yellow1;green12;06.10.2008;End of Exp.;;FALSE
o19r3;ZF;M;13.02.2008;4;;g9r1;b4p-red11;22.05.2008;End of Exp.;Right-Cochlear removed by Claude.;FALSE
o19r4;ZF;M;13.05.2008;5;;p14k-p2;blue2;25.06.2009;NE;missing. Not found, presumed dead. (-janie, 25.june.2009);FALSE
o19r5;ZF;F;01.09.2008;4;A-UR;g6r1;p9r2;;;;FALSE
o19r6;ZF;M;22.10.2008;3;;g13p-purple20;p14b-r16;25.06.2009;NE;Not found in KO on 20 June 2009. Not found, presumed dead. (-janie, 25.june.2009);FALSE
o19r7;ZF;M;06.02.2009;6;;b7r5;g19r2;01.07.2009;End of Exp.;no histology, because brain was in very bad shape.;FALSE
o19r8;ZF;M;19.06.2009;3;;974;g2r5;19.10.2009;End of Exp.;;FALSE
o1o2;ZF;F;11.04.2007;3;;red16;g18k-y6;24.07.2007;Given away;Given away to Johanna;FALSE
o1o-b3k;ZF;F;01.04.2006;0;;b3k;blue3;06.10.2006;NE;;FALSE
o1p-silver17;ZF;F;06.11.2006;0;;silver17;blue10;01.11.2007;Given away;Given away to Johanna;FALSE
o1r1;ZF;M;04.07.2007;3;2M4;y16p-s2;o12o-r12k;;;;FALSE
o1r10;ZF;M;06.08.2009;7;O2;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o1r2;ZF;M;05.08.2007;1;;o4k-p2;green13;15.11.2007;End of Exp.;;FALSE
o1r3;ZF;M;27.12.2007;4;;g3r1;purple8;02.11.2009;End of Exp.;"Reserved by Claude for ""HVC Stim on Brothers"".";FALSE
o1r4;ZF;M;04.04.2008;2;;r2s6;r2y1;18.09.2008;End of Exp.;Reserved for Janie;FALSE
o1r5;ZF;F;30.06.2008;5;;r2s6;r2y1;20.03.2009;NE;;FALSE
o1r6;ZF;F;26.09.2008;0;;b14r3;r1y17;09.01.2009;NE;;FALSE
o1r7;ZF;M;17.01.2009;5;;b9r5;o8p-y8;21.06.2009;End of Exp.;reserved for michael;FALSE
o1r8;ZF;M;01.04.2009;7;;;;05.10.2009;End of Exp.;bought from qualipet on July 13th 2009, michael;FALSE
o20k-sg8;ZF;M;03.03.2006;0;;silvergreen8;purple5;03.04.2007;End of Exp.;Short song, iABC. Reserved by Claude for Richard.;FALSE
o20o;ZF;M;;0;;;;29.09.2008;End of Exp.;;FALSE
o20o-ch900;ZF;M;23.03.2006;0;;goldch900;silver1;13.09.2007;Perished;Hurt his wing in breeding cage and died (Johanna found the bird);FALSE
o20p-ch900;ZF;M;23.10.2006;4;;goldch900;silver1;08.05.2007;End of Exp.;;FALSE
o20r1;ZF;F;15.07.2007;2;;o20o-ch900;r12o-o4k;01.11.2007;Given away;Given away to Johanna;FALSE
o20r10;ZF;;06.11.2009;1;KM;p10r8;b11r8;;;;FALSE
o20r2;ZF;M;01.09.2007;5;;yellow1;green12;22.01.2008;End of Exp.;;FALSE
o20r3;ZF;;13.02.2008;4;;g9r1;b4p-red11;07.03.2008;End of Exp.;Right-Cochlear removed by Claude.;FALSE
o20r4;ZF;M;13.05.2008;5;;p14k-p2;blue2;12.08.2008;End of Exp.;;FALSE
o20r6;ZF;M;22.10.2008;3;;g13p-purple20;p14b-r16;18.05.2009;End of Exp.;;FALSE
o20r7;ZF;M;06.02.2009;6;;b7r5;g19r2;04.05.2009;End of Exp.;;FALSE
o20r8;ZF;F;19.06.2009;3;KU;974;g2r5;;;;FALSE
o2o-g14k;ZF;F;12.06.2006;0;;g14k;orange16;06.10.2006;NE;;FALSE
o2p-silver17;ZF;M;06.11.2006;2;;silver17;blue10;09.02.2007;End of Exp.;;FALSE
o2r1;ZF;M;04.07.2007;3;;y16p-s2;o12o-r12k;16.08.2007;End of Exp.;;FALSE
o2r10;ZF;M;06.08.2009;7;KO;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o2r2;ZF;F;17.08.2007;3;;r12p-y7o;o8p-y8;01.11.2007;Given away;Given away to Johanna;FALSE
o2r3;ZF;M;27.12.2007;4;;g3r1;purple8;22.08.2009;End of Exp.;"Reserved by Claude for ""HVC Stim on Brothers"".";FALSE
o2r4;ZF;F;04.04.2008;2;;r2s6;r2y1;21.08.2008;NE;euthanized;FALSE
o2r5;ZF;F;30.06.2008;5;2O1;r2s6;r2y1;;;Breeder.;TRUE
o2r6;ZF;M;26.09.2008;0;;b14r3;r1y17;14.12.2008;End of Exp.;;FALSE
o2r7;ZF;M;17.01.2009;5;;b9r5;o8p-y8;03.09.2009;End of Exp.;Bird did not sing at all in the Isochamber for 6 days;FALSE
o2r8;ZF;M;01.04.2009;7;;;;07.10.2009;End of Exp.;bought from qualipet on July 13th 2009, michael;FALSE
o3o15;ZF;M;11.04.2007;3;;red16;g18k-y6;26.02.2008;Surgery;;FALSE
o3o-g14k;ZF;F;13.06.2006;0;;g14k;orange16;06.10.2006;NE;;FALSE
o3p-silver17;ZF;M;07.11.2006;3;;silver17;blue10;25.01.2007;End of Exp.;;FALSE
o3r1;ZF;M;25.06.2007;1;;p11k-ch900;b20o-ch900;14.11.2007;End of Exp.;tracer exp. Moritz;FALSE
o3r10;ZF;M;01.10.2009;7;KM;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o3r2;ZF;F;17.08.2007;3;;r12p-y7o;o8p-y8;01.11.2007;Given away;Given away to Johanna;FALSE
o3r3;ZF;M;27.12.2007;4;;g3r1;purple8;02.11.2009;End of Exp.;"Reserved by Claude for ""HVC Stim on Brothers"".";FALSE
o3r4;ZF;M;14.04.2008;6;;b8o-p11k;s13p-yellow8;22.07.2008;Surgery;Bird was euthanized after the surgery because it did not recover from surgery.;FALSE
o3r5;ZF;F;25.06.2008;4;;silver15;o8p-y8;22.08.2009;NE;found in KU on June 15, 2009, michael;FALSE
o3r6;ZF;M;26.09.2008;0;;b14r3;r1y17;27.05.2009;End of Exp.;;FALSE
o3r7;ZF;M;06.02.2009;2;;s17o;r7g-yellow8;28.04.2009;NE;white;FALSE
o3r8;ZF;M;01.04.2009;7;R6;;;;;bought from qualipet on July 13th 2009, michael.;FALSE
o4k-p2;ZF;M;02.01.2006;0;;purple2;yellow8;30.01.2008;End of Exp.;His black ring is gone. Please ring again. Data recorded from o14k-sb under his name. Claude gave him a black ring on 16.09.2006. Swollen feet with the black ring. The other ring is lost. Claude kill it for cohlea removal practice. 30.01.2008.;FALSE
o4o-r14;ZF;F;12.06.2006;0;;red14;red2;06.10.2006;NE;;FALSE
o4p-silver17;ZF;F;06.11.2006;2;;silver17;blue10;16.02.2007;Given away;Given Away to Marianne;FALSE
o4r1;ZF;M;25.06.2007;1;;p11k-ch900;b20o-ch900;19.11.2007;End of Exp.;Perfusion for Tokuyasu method. No surgery;FALSE
o4r10;ZF;M;06.08.2009;7;M4;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o4r2;ZF;M;17.08.2007;3;;r12p-y7o;o9p-y8;;;missing;FALSE
o4r3;ZF;M;25.12.2007;2;;r7g-yellow8;o1r1;22.05.2008;Surgery;died in acute, probably because of overdose;FALSE
o4r4;ZF;;14.04.2008;6;;b8o-p11k;s13p-yellow8;29.07.2008;End of Exp.;;FALSE
o4r5;ZF;;26.06.2008;7;;g12r2;p10r2;02.10.2008;End of Exp.;possibly 10 days of uncertainty - slipped through into next cage;FALSE
o4r6;ZF;M;26.09.2008;0;;b14r3;r1y17;;Given away;If not found in KO, this bird was a female given away on 9.1.2009. Not found in KO on 20 June 2009, so marked as given away. -Janie;FALSE
o4r7;ZF;M;06.02.2009;2;R1;s17o;r7g-yellow8;;;white;FALSE
o4r8;ZF;M;01.04.2009;7;;;;01.12.2009;End of Exp.;bought from qualipet on July 13th 2009, michael;FALSE
